domain,company,vertical,industry_raw,region,source,list_year,stratum
classdojo.com,ClassDojo,edtech,ecommerce,us,yc_directory,,yc_directory
skylights.aero,SkyLights,services_other,ecommerce,us,yc_directory,,yc_directory
bird.com,Bird,devtools,devtools,eu,yc_directory,,yc_directory
innov8.work,Innov8,services_other,other,us,yc_directory,,yc_directory
tracchicago.com,TRAC,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
suiteness.com,Suiteness,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
apolloshield.com,ApolloShield,services_other,other,us,yc_directory,,yc_directory
flutterwave.com,Flutterwave,fintech_insurance,fintech,us,yc_directory,,yc_directory
mimirhq.com,Mimir,services_other,other,us,yc_directory,,yc_directory
argear.io,Seerslab,devtools,ecommerce,us,yc_directory,,yc_directory
voiceops.com,Voiceops,software_saas,saas,us,yc_directory,,yc_directory
halolife.com,Halolife,services_other,ecommerce,us,yc_directory,,yc_directory
tonicdev.com,RunKit,devtools,saas,us,yc_directory,,yc_directory
speak.com,Speak,edtech,ecommerce,us,yc_directory,,yc_directory
cleargenetics.com,Clear Genetics,health,ecommerce,us,yc_directory,,yc_directory
rigplenish.com,RigPlenish,services_other,other,us,yc_directory,,yc_directory
tryscribe.com,Scribe,software_saas,saas,us,yc_directory,,yc_directory
opsolutely.com,Opsolutely,software_saas,saas,us,yc_directory,,yc_directory
bountiful.ag,Bountiful,software_saas,ecommerce,us,yc_directory,,yc_directory
elemenohealth.com,Elemeno Health,health,saas,us,yc_directory,,yc_directory
cowlar.com,Cowlar,services_other,other,us,yc_directory,,yc_directory
drivezy.com,Drivezy,services_other,ecommerce,us,yc_directory,,yc_directory
whyd.com,Whyd,ecommerce_retail,ecommerce,eu,yc_directory,,yc_directory
tizeti.com,Tizeti,services_other,ecommerce,us,yc_directory,,yc_directory
openmotors.co,Open Motors,services_other,other,us,yc_directory,,yc_directory
jumpcut.com,Jumpcut,edtech,other,us,yc_directory,,yc_directory
interstateanalytics.com,Interstate Analytics,software_saas,saas,us,yc_directory,,yc_directory
cointent.com,CoinTent,fintech_insurance,saas,us,yc_directory,,yc_directory
pulpix.com,Pulpix,services_other,saas,us,yc_directory,,yc_directory
thesleepreset.com,Sleep Reset,health,ecommerce,us,yc_directory,,yc_directory
getrileynow.com,Riley,software_saas,other,us,yc_directory,,yc_directory
lithit.com,LitHit,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
nuvola.tech,Nuvola,services_other,other,us,yc_directory,,yc_directory
rentrezi.com,REZI,software_saas,other,us,yc_directory,,yc_directory
pit.ai,Pit.AI,fintech_insurance,fintech,us,yc_directory,,yc_directory
ledgerinvesting.com,Ledger Investing,fintech_insurance,fintech,us,yc_directory,,yc_directory
bloomtext.com,BloomAPI,software_saas,ecommerce,us,yc_directory,,yc_directory
neowize.com,NeoWize,services_other,ecommerce,us,yc_directory,,yc_directory
soomgo.com,Soomgo,services_other,ecommerce,us,yc_directory,,yc_directory
theessential.com,The Essential,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
suddencoffee.com,Sudden Coffee,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
sandboxbanking.com,Sandbox Banking,fintech_insurance,fintech,us,yc_directory,,yc_directory
ambient.ai,Ambient.ai,software_saas,saas,us,yc_directory,,yc_directory
pennyapp.io,Penny,fintech_insurance,fintech,us,yc_directory,,yc_directory
armory.io,Armory,devtools,devtools,us,yc_directory,,yc_directory
extern.com,Extern,edtech,ecommerce,us,yc_directory,,yc_directory
fiix.io,Fiix,software_saas,ecommerce,us,yc_directory,,yc_directory
themednet.org,Mednet,health,other,us,yc_directory,,yc_directory
shipamax.com,Shipamax,software_saas,saas,eu,yc_directory,,yc_directory
protonet.info,Protonet,services_other,devtools,us,yc_directory,,yc_directory
tolemi.com,Tolemi,software_saas,other,us,yc_directory,,yc_directory
request.network,Request Network,fintech_insurance,fintech,eu,yc_directory,,yc_directory
rallytennis.com,Rally Tennis,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
getneema.com,Neema,fintech_insurance,fintech,us,yc_directory,,yc_directory
weflywright.com,Wright Electric,services_other,other,us,yc_directory,,yc_directory
collectly.co,Collectly,health,fintech,us,yc_directory,,yc_directory
tokentransit.com,Token Transit,software_saas,fintech,us,yc_directory,,yc_directory
hivyapp.com,Hivy,software_saas,saas,us,yc_directory,,yc_directory
alemhealth.com,AlemHealth,health,other,us,yc_directory,,yc_directory
aellaapp.com,Aella,fintech_insurance,fintech,us,yc_directory,,yc_directory
snappr.com,Snappr,services_other,ecommerce,us,yc_directory,,yc_directory
bitrise.io,Bitrise,devtools,Continuous Integration,eu,g2.com_wayback,2022,g2.com_wayback
volthealth.com,Volt Health,health,other,us,yc_directory,,yc_directory
solugen.com,Solugen,services_other,other,us,yc_directory,,yc_directory
veryfi.com,"Veryfi, Inc.",devtools,devtools,us,yc_directory,,yc_directory
upcall.com,Upcall,software_saas,saas,us,yc_directory,,yc_directory
apozy.com,Apozy,software_saas,saas,us,yc_directory,,yc_directory
getreliancehealth.com,Reliance Health,fintech_insurance,fintech,us,yc_directory,,yc_directory
arylla.com,Arylla,services_other,other,us,yc_directory,,yc_directory
plane.com,Plane,software_saas,fintech,us,yc_directory,,yc_directory
floydhub.com,FloydHub,devtools,saas,us,yc_directory,,yc_directory
startclosing.com,Start Closing,services_other,fintech,us,yc_directory,,yc_directory
nomba.com,Nomba,fintech_insurance,fintech,us,yc_directory,,yc_directory
primelightworks.com,Prime Lightworks,services_other,other,us,yc_directory,,yc_directory
bulletin.co,Bulletin,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
redspread.com,Redspread,services_other,devtools,us,yc_directory,,yc_directory
bulkmro.com,Bulk MRO Industrial Supply,ecommerce_retail,fintech,us,yc_directory,,yc_directory
goubiq.com,Ubiq,services_other,saas,us,yc_directory,,yc_directory
nanonets.com,NanoNets,devtools,devtools,us,yc_directory,,yc_directory
tressapp.co,Tress,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
sinoviatech.com,Sinovia Technologies,services_other,other,us,yc_directory,,yc_directory
upkeep.com,UpKeep,software_saas,saas,us,yc_directory,,yc_directory
delee.co,Delee,services_other,other,us,yc_directory,,yc_directory
aon3d.com,AON3D,services_other,other,us,yc_directory,,yc_directory
innamed.com,InnaMed,health,other,us,yc_directory,,yc_directory
terark.com,Terark,devtools,devtools,us,yc_directory,,yc_directory
buypower.ng,BuyPower,fintech_insurance,fintech,us,yc_directory,,yc_directory
bios.health,BIOS Health,health,other,eu,yc_directory,,yc_directory
dabba.com,"Wifi Dabba, Inc.",services_other,ecommerce,us,yc_directory,,yc_directory
getpearlcoffee.com,Pearl,ecommerce_retail,saas,us,yc_directory,,yc_directory
voodoomfg.com,Voodoo Manufacturing,services_other,other,us,yc_directory,,yc_directory
livelyme.com,"Lively, Inc.",fintech_insurance,fintech,us,yc_directory,,yc_directory
fiboapp.com,Fibo,software_saas,saas,us,yc_directory,,yc_directory
loopsupport.com,Loop Support,software_saas,saas,us,yc_directory,,yc_directory
ridecell.com,Ridecell,software_saas,saas,us,yc_directory,,yc_directory
indeelabs.com,Indee Labs,health,other,us,yc_directory,,yc_directory
playment.io,Playment,services_other,saas,us,yc_directory,,yc_directory
kidpass.com,KidPass,edtech,other,us,yc_directory,,yc_directory
zipx.com,ZipX,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
peer5.com,Peer5,devtools,devtools,us,yc_directory,,yc_directory
shopfirsthand.com,Firsthand,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
helixnano.com,Helix Nanotechnologies,health,other,us,yc_directory,,yc_directory
boxouse.com,boxouse,services_other,other,us,yc_directory,,yc_directory
niles.ai,Niles,software_saas,saas,us,yc_directory,,yc_directory
jerry.ai,Jerry,fintech_insurance,fintech,us,yc_directory,,yc_directory
synvivia.com,Synvivia,services_other,other,us,yc_directory,,yc_directory
onefin.in,OneFin,fintech_insurance,fintech,us,yc_directory,,yc_directory
skyways.com,Skyways,services_other,other,us,yc_directory,,yc_directory
ltse.com,Long Term Stock Exchange,fintech_insurance,fintech,us,yc_directory,,yc_directory
vergesense.com,VergeSense,software_saas,other,us,yc_directory,,yc_directory
getsymple.com,Symple,services_other,saas,us,yc_directory,,yc_directory
aecore.com,Aecore,services_other,other,us,yc_directory,,yc_directory
releaf.africa,Releaf Earth,services_other,other,us,yc_directory,,yc_directory
retool.com,Retool,devtools,devtools,us,yc_directory,,yc_directory
humi.ca,Humi,software_saas,fintech,us,yc_directory,,yc_directory
elucd.com,Elucd,software_saas,saas,us,yc_directory,,yc_directory
autohub.io,AutoHub,software_saas,ecommerce,us,yc_directory,,yc_directory
repairsmith.com,CarDash,services_other,ecommerce,us,yc_directory,,yc_directory
getscopeai.com,ScopeAI,software_saas,saas,us,yc_directory,,yc_directory
heliumhealth.com,Helium Health,health,other,us,yc_directory,,yc_directory
tradeghana.co,Trade,services_other,other,us,yc_directory,,yc_directory
fatllama.com,Fat Llama,ecommerce_retail,fintech,eu,yc_directory,,yc_directory
roofr.com,Roofr,software_saas,ecommerce,us,yc_directory,,yc_directory
mirror-ai.com,Mirror AI,software_saas,ecommerce,us,yc_directory,,yc_directory
playgameday.com,Gameday,software_saas,ecommerce,us,yc_directory,,yc_directory
safebutler.com,SafeButler,fintech_insurance,fintech,us,yc_directory,,yc_directory
leonandgeorge.com,Leon & George,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
standard.ai,Standard AI,ecommerce_retail,ecommerce,eu,yc_directory,,yc_directory
therecraft.com,ThereCraft,services_other,other,us,yc_directory,,yc_directory
relationshiphero.com,Relationship Hero,services_other,ecommerce,us,yc_directory,,yc_directory
get-carrot.com,Carrot Fertility,health,other,us,yc_directory,,yc_directory
revlo.co,Pursuit,services_other,ecommerce,us,yc_directory,,yc_directory
hirenimble.com,Nimble,edtech,saas,us,yc_directory,,yc_directory
up.codes,UpCodes,software_saas,saas,us,yc_directory,,yc_directory
fazzfinancial.com,FAZZ,fintech_insurance,fintech,us,yc_directory,,yc_directory
cocusocial.com,CocuSocial,services_other,ecommerce,us,yc_directory,,yc_directory
darmiyan.com,Darmiyan,health,other,us,yc_directory,,yc_directory
getpulse.care,Pulse,health,ecommerce,us,yc_directory,,yc_directory
starcity.com,Starcity,services_other,other,us,yc_directory,,yc_directory
getentry.com,Entry,services_other,saas,us,yc_directory,,yc_directory
mystrodriver.com,Mystro,software_saas,ecommerce,us,yc_directory,,yc_directory
openfpga.ai,Lendsnap,services_other,fintech,us,yc_directory,,yc_directory
nobellfoods.com,Nobell Foods,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
prelim.com,Prelim,fintech_insurance,fintech,us,yc_directory,,yc_directory
semantix.ai,Semantix,services_other,other,us,yc_directory,,yc_directory
bloomtech.com,Bloom Institute of Technology,edtech,fintech,us,yc_directory,,yc_directory
advano.io,Advano,services_other,other,us,yc_directory,,yc_directory
upfort.com,Upfort,fintech_insurance,fintech,us,yc_directory,,yc_directory
pathrise.com,Pathrise,edtech,other,us,yc_directory,,yc_directory
covetly.com,Covetly,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
escherreality.com,Escher Reality,devtools,devtools,us,yc_directory,,yc_directory
suprdaily.com,Supr Daily,services_other,ecommerce,us,yc_directory,,yc_directory
entocycle.com,Entocycle,services_other,other,eu,yc_directory,,yc_directory
airthium.com,Airthium,services_other,other,eu,yc_directory,,yc_directory
storyboard.com,Storyboard,software_saas,ecommerce,us,yc_directory,,yc_directory
enzyme.com,Enzyme,software_saas,saas,us,yc_directory,,yc_directory
flypyka.com,Pyka,services_other,other,us,yc_directory,,yc_directory
rabbet.com,Rabbet,software_saas,other,us,yc_directory,,yc_directory
popmeals.com,Pop Meals,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
piggy.co.in,Piggy,fintech_insurance,fintech,us,yc_directory,,yc_directory
waystocap.com,WaystoCap,services_other,ecommerce,us,yc_directory,,yc_directory
honeydue.com,Honeydue,fintech_insurance,fintech,us,yc_directory,,yc_directory
emotenow.com,Emote,services_other,ecommerce,us,yc_directory,,yc_directory
surematics.com,Surematics,fintech_insurance,fintech,us,yc_directory,,yc_directory
m.me,Goosebump,software_saas,ecommerce,eu,yc_directory,,yc_directory
flow.space,Flowspace,services_other,ecommerce,us,yc_directory,,yc_directory
meetingbird.com,Meetingbird,software_saas,saas,us,yc_directory,,yc_directory
tpaga.co,tpaga,fintech_insurance,fintech,us,yc_directory,,yc_directory
d-id.com,D-ID,software_saas,saas,us,yc_directory,,yc_directory
lvl5.ai,lvl5,services_other,other,us,yc_directory,,yc_directory
plasticity.ai,Plasticity,devtools,saas,us,yc_directory,,yc_directory
tesseract.space,Tesseract,services_other,other,us,yc_directory,,yc_directory
flyvoly.com,Volansi,services_other,other,us,yc_directory,,yc_directory
bxblue.com.br,bxblue,fintech_insurance,fintech,us,yc_directory,,yc_directory
guilded.gg,Guilded,software_saas,ecommerce,us,yc_directory,,yc_directory
revgenomics.com,Rev Genomics,health,saas,us,yc_directory,,yc_directory
leadersintech.org,Leaders In Tech,services_other,other,us,yc_directory,,yc_directory
abundancelabs.io,Abundance Labs,services_other,ecommerce,us,yc_directory,,yc_directory
mdalgorithms.com,MDalgorithms Inc.,services_other,ecommerce,us,yc_directory,,yc_directory
percept.ai,Percept.AI,software_saas,saas,us,yc_directory,,yc_directory
robby.io,Robby Technologies,services_other,other,us,yc_directory,,yc_directory
getofficely.com,Officely,software_saas,saas,eu,yc_directory,,yc_directory
beek.io,Beek,services_other,ecommerce,us,yc_directory,,yc_directory
headstart.io,Headstart,software_saas,saas,eu,yc_directory,,yc_directory
helpwear.ca,HelpWear,health,other,us,yc_directory,,yc_directory
eduflow.com,Eduflow,edtech,other,eu,yc_directory,,yc_directory
lotuspay.com,LotusPay,fintech_insurance,fintech,us,yc_directory,,yc_directory
assemblyai.com,AssemblyAI,devtools,devtools,us,yc_directory,,yc_directory
oncobox.com,Oncobox,health,other,us,yc_directory,,yc_directory
getpy.com,Py,services_other,other,us,yc_directory,,yc_directory
modernfertility.com,Modern Fertility,health,ecommerce,us,yc_directory,,yc_directory
gamelynx.gg,Gamelynx,services_other,ecommerce,us,yc_directory,,yc_directory
haywheel.com,Haywheel,services_other,ecommerce,us,yc_directory,,yc_directory
templarbit.com,Templarbit,software_saas,saas,us,yc_directory,,yc_directory
routable.com,Routable,fintech_insurance,fintech,us,yc_directory,,yc_directory
justappraised.com,Just Appraised,software_saas,saas,us,yc_directory,,yc_directory
muzz.com,Muzz,services_other,ecommerce,eu,yc_directory,,yc_directory
shopvida.com,VIDA & Co.,health,ecommerce,us,yc_directory,,yc_directory
eatorigin.com,Origin,services_other,saas,us,yc_directory,,yc_directory
getthematic.com,Thematic,software_saas,saas,us,yc_directory,,yc_directory
followupthen.com,FollowUpThen,software_saas,saas,us,yc_directory,,yc_directory
gem.com,Gem,software_saas,saas,us,yc_directory,,yc_directory
famapp.com,Fam,services_other,ecommerce,us,yc_directory,,yc_directory
sunu.com,Sunu,fintech_insurance,ecommerce,us,yc_directory,,yc_directory
goodcover.com,Goodcover,fintech_insurance,fintech,us,yc_directory,,yc_directory
candidately.com,Candidately,software_saas,saas,us,yc_directory,,yc_directory
socialconstructco.com,Social Construct,services_other,other,us,yc_directory,,yc_directory
foreverlabs.com,Forever Labs,health,other,us,yc_directory,,yc_directory
maymobility.com,May Mobility,services_other,other,us,yc_directory,,yc_directory
dharma.io,Dharma Labs,fintech_insurance,fintech,us,yc_directory,,yc_directory
pullrequest.com,PullRequest,devtools,devtools,us,yc_directory,,yc_directory
jellyfishart.com,Jellyfish Art,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
asktetra.com,Tetra,software_saas,saas,us,yc_directory,,yc_directory
breaker.audio,Breaker,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
blueberrypediatrics.com,Blueberry Pediatrics,health,ecommerce,us,yc_directory,,yc_directory
wacomet.com,WATERFX,services_other,other,us,yc_directory,,yc_directory
torch.io,Torch,services_other,ecommerce,us,yc_directory,,yc_directory
spellbrush.com,Spellbrush,software_saas,ecommerce,us,yc_directory,,yc_directory
cashfree.com,Cashfree Payments,fintech_insurance,fintech,us,yc_directory,,yc_directory
usesixty.com,Sixty,services_other,saas,us,yc_directory,,yc_directory
ccg.ai,Cambridge Cancer Genomics,health,other,eu,yc_directory,,yc_directory
fondo.com,Fondo,fintech_insurance,fintech,us,yc_directory,,yc_directory
ovipost.com,Ovipost,ecommerce_retail,other,us,yc_directory,,yc_directory
assembly.com,Assembly,software_saas,ecommerce,us,yc_directory,,yc_directory
getshogun.com,Shogun,software_saas,ecommerce,us,yc_directory,,yc_directory
opearlo.com,Opearlo,ecommerce_retail,ecommerce,eu,yc_directory,,yc_directory
preciousapp.com,Precious,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
getrhythmm.com,Rhythmm,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
fastjvm.com,FastJVM,services_other,saas,us,yc_directory,,yc_directory
joinnecto.com,Necto,services_other,ecommerce,us,yc_directory,,yc_directory
worklytics.co,Worklytics,software_saas,saas,us,yc_directory,,yc_directory
lucy.co,"Lucy Goods, Inc",ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
sixfold.bio,Sixfold Bioscience,health,other,eu,yc_directory,,yc_directory
smartalto.com,Smart Alto,services_other,other,us,yc_directory,,yc_directory
andcomfort.com,And Comfort,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
simetrik.com,Simetrik,fintech_insurance,fintech,us,yc_directory,,yc_directory
clearbrain.com,ClearBrain,software_saas,saas,us,yc_directory,,yc_directory
provenskincare.com,Proven Group,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
srtxlabs.com,SRTX,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
tipe.io,Tipe,devtools,devtools,us,yc_directory,,yc_directory
bearflagrobotics.com,Bear Flag Robotics,services_other,other,us,yc_directory,,yc_directory
cointracker.com,CoinTracker,fintech_insurance,fintech,us,yc_directory,,yc_directory
crowdai.com,CrowdAI,software_saas,saas,us,yc_directory,,yc_directory
tradewindbio.com,Tradewind BioScience,health,other,us,yc_directory,,yc_directory
slite.com,Slite,software_saas,saas,eu,yc_directory,,yc_directory
mightybuildings.com,Mighty Buildings,services_other,other,us,yc_directory,,yc_directory
bumpline.com,Bumpline,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
modernhealth.com,Modern Health,health,other,us,yc_directory,,yc_directory
sourceress.com,Sourceress,software_saas,saas,us,yc_directory,,yc_directory
nectome.com,Nectome,health,other,us,yc_directory,,yc_directory
promise-pay.com,Promise,fintech_insurance,fintech,us,yc_directory,,yc_directory
caelumhealth.com,Caelum Health,services_other,ecommerce,us,yc_directory,,yc_directory
glowing.io,Glowing.io,software_saas,saas,us,yc_directory,,yc_directory
gettingles.com,Tingles,software_saas,ecommerce,us,yc_directory,,yc_directory
onelocal.com,OneLocal,software_saas,ecommerce,us,yc_directory,,yc_directory
codestream.com,CodeStream,devtools,devtools,us,yc_directory,,yc_directory
marketfox.io,Marketfox,services_other,saas,us,yc_directory,,yc_directory
commissary.club,Commissary Club (formerly 70 Million Jobs),services_other,ecommerce,us,yc_directory,,yc_directory
glimpsek12.com,Glimpse K12,edtech,saas,us,yc_directory,,yc_directory
drinkdreamin.com,California Dreamin,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
reverielabs.com,Reverie Labs,software_saas,other,us,yc_directory,,yc_directory
ourmenu.io,OurMenu,software_saas,ecommerce,us,yc_directory,,yc_directory
biobot.io,Biobot Analytics,health,saas,us,yc_directory,,yc_directory
quantstamp.com,Quantstamp,devtools,saas,us,yc_directory,,yc_directory
biorender.com,BioRender,software_saas,saas,us,yc_directory,,yc_directory
macromoltek.com,Macromoltek,health,other,us,yc_directory,,yc_directory
slik.ai,Slik,software_saas,saas,us,yc_directory,,yc_directory
meitre.com,Meitre,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
avrolifesci.com,Avro Life Science,health,other,us,yc_directory,,yc_directory
lusbrands.com,LUS Brands,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
disclosures.io,disclosures.io,services_other,saas,us,yc_directory,,yc_directory
anasen.com,Anasen,services_other,saas,eu,yc_directory,,yc_directory
getspect.com,Spect,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
onederful.co,onederful,health,saas,us,yc_directory,,yc_directory
tequitable.com,tEQuitable,software_saas,saas,us,yc_directory,,yc_directory
correliabio.com,Correlia Biosystems,health,other,us,yc_directory,,yc_directory
tributi.com,Tributi,fintech_insurance,fintech,us,yc_directory,,yc_directory
sepsisscout.com,Sepsis Scout,health,other,us,yc_directory,,yc_directory
persephonebiosciences.com,Persephone Biosciences,health,other,us,yc_directory,,yc_directory
dearbrightly.com,Dear Brightly,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
meson.fi,Meson,fintech_insurance,ecommerce,us,yc_directory,,yc_directory
draftbit.com,Draftbit,devtools,devtools,us,yc_directory,,yc_directory
evryhealth.com,Evry Health,fintech_insurance,fintech,us,yc_directory,,yc_directory
acely.com,Acely,edtech,ecommerce,us,yc_directory,,yc_directory
onuniverse.com,Universe,software_saas,ecommerce,us,yc_directory,,yc_directory
envkey.com,EnvKey,devtools,saas,us,yc_directory,,yc_directory
solve.com,Solve,services_other,ecommerce,us,yc_directory,,yc_directory
treasuryprime.com,Treasury Prime,fintech_insurance,fintech,us,yc_directory,,yc_directory
sketchbox3d.com,Sketchbox,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
polly.fun,Polly,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
getwildfire.com,Wildfire,services_other,ecommerce,us,yc_directory,,yc_directory
getrest.app,Evolve (makers of Podcast App & Rest),health,ecommerce,us,yc_directory,,yc_directory
psylaris.com,Psylaris,health,other,eu,yc_directory,,yc_directory
letsdothis.com,Let's Do This,services_other,ecommerce,eu,yc_directory,,yc_directory
lawyaw.com,Lawyaw,software_saas,saas,us,yc_directory,,yc_directory
sourcify.com,Sourcify,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
gainful.com,Gainful,health,ecommerce,us,yc_directory,,yc_directory
mynutrigene.com,Nutrigene,health,ecommerce,us,yc_directory,,yc_directory
playerslounge.co,Players' Lounge,services_other,ecommerce,us,yc_directory,,yc_directory
naborly.com,Naborly,fintech_insurance,fintech,us,yc_directory,,yc_directory
modularscience.com,Modular Science,services_other,other,us,yc_directory,,yc_directory
cognitionip.com,Cognition IP,software_saas,saas,us,yc_directory,,yc_directory
lyrebird.ai,Lyrebird,services_other,saas,us,yc_directory,,yc_directory
dataform.co,Dataform,devtools,saas,eu,yc_directory,,yc_directory
weekend.com,Weekend (fmr. Volley),ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
substack.com,Substack,software_saas,ecommerce,us,yc_directory,,yc_directory
sharpestminds.com,SharpestMinds,edtech,saas,us,yc_directory,,yc_directory
getridealong.com,RideAlong,services_other,other,us,yc_directory,,yc_directory
safetywing.com,SafetyWing,fintech_insurance,fintech,us,yc_directory,,yc_directory
pelagohealth.com,Pelago,health,other,us,yc_directory,,yc_directory
mojo-app.com,Mojo,software_saas,ecommerce,eu,yc_directory,,yc_directory
tilt.io,Tilt (f.k.a. Delphia),fintech_insurance,fintech,us,yc_directory,,yc_directory
greo.com,Greo,services_other,ecommerce,us,yc_directory,,yc_directory
wheelstreet.com,WheelStreet,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
youteam.io,YouTeam,services_other,ecommerce,us,yc_directory,,yc_directory
medumo.com,Medumo,health,other,us,yc_directory,,yc_directory
aspireapp.com,Aspire,fintech_insurance,fintech,us,yc_directory,,yc_directory
opensea.io,OpenSea,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
zbiotics.com,ZBiotics,health,ecommerce,us,yc_directory,,yc_directory
orangewood.co,Orangewood Labs,services_other,other,us,yc_directory,,yc_directory
observe.ai,Observe.AI,software_saas,saas,us,yc_directory,,yc_directory
zendar.io,Zendar,software_saas,other,us,yc_directory,,yc_directory
sqreen.com,Sqreen,devtools,saas,us,yc_directory,,yc_directory
memorahealth.com,Memora Health,health,other,us,yc_directory,,yc_directory
captivateiq.com,CaptivateIQ,software_saas,saas,us,yc_directory,,yc_directory
pagedraw.io,Pagedraw,devtools,saas,us,yc_directory,,yc_directory
algosurg.com,AlgoSurg Inc,health,other,us,yc_directory,,yc_directory
anjuna.io,Anjuna,software_saas,saas,us,yc_directory,,yc_directory
observantai.com,Observant AI,fintech_insurance,saas,us,yc_directory,,yc_directory
shone.com,Shone,services_other,other,us,yc_directory,,yc_directory
nuvocargo.com,Nuvocargo,services_other,saas,us,yc_directory,,yc_directory
erudifi.com,ErudiFi,fintech_insurance,fintech,us,yc_directory,,yc_directory
venamed.ca,Vena Medical,health,other,us,yc_directory,,yc_directory
culturebiosciences.com,Culture Biosciences,services_other,other,us,yc_directory,,yc_directory
veriff.com,Veriff,fintech_insurance,fintech,eu,yc_directory,,yc_directory
runahr.com,Runa,software_saas,fintech,us,yc_directory,,yc_directory
lookaftermybills.com,Look After My Bills,fintech_insurance,fintech,eu,yc_directory,,yc_directory
fidocure.com,FidoCure®,health,other,us,yc_directory,,yc_directory
ben.co,Ben,fintech_insurance,fintech,us,yc_directory,,yc_directory
closersports.com,Closer Sports,services_other,other,us,yc_directory,,yc_directory
warpdrive.co,Warpdrive by Synthetic Minds,software_saas,saas,us,yc_directory,,yc_directory
voicery.com,Voicery,software_saas,saas,us,yc_directory,,yc_directory
replit.com,Replit,devtools,devtools,us,yc_directory,,yc_directory
snackpass.co,Snackpass,software_saas,ecommerce,us,yc_directory,,yc_directory
owny.com,OWNY,fintech_insurance,fintech,us,yc_directory,,yc_directory
qulture.rocks,Qulture.Rocks,software_saas,saas,us,yc_directory,,yc_directory
ngt.academy,NEXGENT,edtech,other,us,yc_directory,,yc_directory
curebase.ai,Curebase,health,other,us,yc_directory,,yc_directory
honeylove.com,Honeylove,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
swipehouse.co,Swipehouse,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
swayable.com,Swayable,software_saas,saas,us,yc_directory,,yc_directory
guggy.com,Guggy,services_other,ecommerce,us,yc_directory,,yc_directory
aerones.com,Aerones,services_other,other,eu,yc_directory,,yc_directory
pentavo.com,Penta Medical,health,ecommerce,us,yc_directory,,yc_directory
klarity.ai,Klarity,software_saas,saas,us,yc_directory,,yc_directory
userhero.io,User Hero,software_saas,saas,us,yc_directory,,yc_directory
revenuecat.com,RevenueCat,devtools,devtools,us,yc_directory,,yc_directory
frey.com,FREY,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
activeloop.ai,Activeloop,devtools,devtools,us,yc_directory,,yc_directory
xkit.co,Xkit,devtools,devtools,us,yc_directory,,yc_directory
useopenwrench.com,OpenWrench,software_saas,saas,us,yc_directory,,yc_directory
mayhem.gg,Mayhem,services_other,ecommerce,us,yc_directory,,yc_directory
moderntreasury.com,Modern Treasury,fintech_insurance,fintech,us,yc_directory,,yc_directory
titan.com,Titan,fintech_insurance,fintech,us,yc_directory,,yc_directory
apprenticehealth.com,Apprentice Health,health,other,us,yc_directory,,yc_directory
datadrivenbioscience.com,Data Driven Bioscience,health,other,us,yc_directory,,yc_directory
mylkguys.com,Mylk Guys,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
inkhunter.tattoo,INKHUNTER,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
versemedical.com,Verse Medical,health,ecommerce,us,yc_directory,,yc_directory
lambdatea.com,Lambda Tea,ecommerce_retail,ecommerce,us,yc_directory,,yc_directory
