domain,vertical,region,company,batch,stratum,n_article_urls,best_path,qualified,error,crawls
loanpro.io,fintech_insurance,us,LoanPro Software,inc.com_api_i5list,inc.com_api_i5list,46,blog/,True,,
modpizza.com,ecommerce_retail,us,MOD Pizza,inc.com_api_i5list,inc.com_api_i5list,46,blog/,True,,
catch.co,fintech,us,Catch,Winter 2019,yc,46,blog/,True,,
aaprintsupplyco.com,ecommerce_retail,us,All American Print Supply,inc.com_api_i5list,inc.com_api_i5list,46,blog/,True,,
newenergyequity.com,services_other,us,New Energy Equity,inc.com_api_i5list,inc.com_api_i5list,46,blog.,True,,
labur.com,services_other,us,LABUR,inc.com_api_i5list,inc.com_api_i5list,46,blog/,True,,
letterdrop.com,saas,us,Letterdrop,Winter 2020,yc,45,blog/,True,,
atlassian.com,devtools,other,Bamboo,g2.com_wayback,g2.com_wayback,45,blog/,True,,
nexussystems.com,software_saas,us,Nexus Systems,inc.com_api_i5list,inc.com_api_i5list,45,blog.,True,,
roomraccoon.com,software_saas,eu,RoomRaccoon,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,45,blog/,True,,
re2.ai,saas,us,Resquared,Winter 2021,yc,44,blog.,True,,
usefriz.com,devtools,us,Friz,yc_directory,yc_directory,44,blog.,True,,
maderight.com,saas,us,Maderight,Summer 2015,yc,44,blog/,True,,
niyamit.com,services_other,us,NiyamIT,inc.com_api_i5list,inc.com_api_i5list,44,blog/,True,,
windowworld-btr.com,services_other,us,Window World of Baton Rouge,inc.com_api_i5list,inc.com_api_i5list,43,blog/,True,,
wearegameplan.com,services_other,us,Game Plan,inc.com_api_i5list,inc.com_api_i5list,43,blog/,True,,
glimpsek12.com,saas,us,Glimpse K12,Winter 2018,yc,43,blog/,True,,
telm.ai,software_saas,us,Telmai,yc_directory,yc_directory,43,blog/,True,,
haydenoutdoors.com,services_other,us,Hayden Outdoors,inc.com_api_i5list,inc.com_api_i5list,43,blog/,True,,
ntechlab.com,software_saas,eu,NtechLab,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,42,blog/,True,,
clementinescreamery.com,ecommerce_retail,us,Clementine's Naughty & Nice Ice Cream,inc.com_api_i5list,inc.com_api_i5list,42,blog/,True,,
chatwoot.com,devtools,us,Chatwoot,Winter 2021,yc,42,blog/,True,,
bloomtech.com,edtech,us,Bloom Institute of Technology,yc_directory,yc_directory,42,blog/,True,,
meridianpacificproperties.com,services_other,us,Meridian Pacific Properties,inc.com_api_i5list,inc.com_api_i5list,42,blog/,True,,
zeal.com,fintech,us,Zeal,Summer 2019,yc,41,blog/,True,,
iamexec.com,ecommerce,us,Exec,Winter 2012,yc,41,blog/,True,,
breaker.audio,ecommerce,us,Breaker,Winter 2017,yc,41,blog/,True,,
wodify.com,software_saas,us,Wodify Technologies,inc.com_api_i5list,inc.com_api_i5list,41,blog/,True,,
whalesync.com,saas,us,Whalesync,Summer 2021,yc,41,blog/,True,,
haddock.app,fintech,eu,haddock,Winter 2022,yc,41,blog/,True,,
foxpass.com,saas,us,Foxpass,Summer 2015,yc,41,blog/,True,,
eatcaulipower.com,ecommerce_retail,us,Caulipower,inc.com_api_i5list,inc.com_api_i5list,40,blog/,True,,
rentobo.com,ecommerce,us,Rentobo,Summer 2011,yc,40,blog/,True,,
swdgroup.com,fintech_insurance,us,Strategic Wealth Designers,inc.com_api_i5list,inc.com_api_i5list,40,blog/,True,,
ccg.ai,other,eu,Cambridge Cancer Genomics,Summer 2017,yc,40,blog/,True,,
dataform.co,devtools,eu,Dataform,yc_directory,yc_directory,40,blog/,True,,
leaky.com,fintech,us,Leaky,Summer 2011,yc,40,blog/,True,,
accept.inc,fintech,us,Accept.inc (formerly BoardRE),Winter 2019,yc,40,blog/,True,,
actionbehavior.com,health,us,Action Behavior Centers,inc.com_api_i5list,inc.com_api_i5list,39,blog.,True,,
kamcord.com,ecommerce,us,Kamcord,Summer 2012,yc,39,blog.,True,,
honeylove.com,ecommerce,us,Honeylove,Summer 2018,yc,39,blog/,True,,
outdoorlights.com,services_other,us,Outdoor Lighting Perspectives,inc.com_api_i5list,inc.com_api_i5list,39,blog/,True,,
zbiotics.com,ecommerce,us,ZBiotics,Winter 2018,yc,39,blog/,True,,
anjahealth.com,ecommerce,us,Anja Health,Winter 2022,yc,39,blog/,True,,
heru.app,fintech_insurance,us,Heru,yc_directory,yc_directory,38,blog/,True,,
buildwithproactive.com,services_other,us,Proactive Controls Group,inc.com_api_i5list,inc.com_api_i5list,38,blog.,True,,
moonshotbrands.com,fintech,us,Moonshot Brands,Winter 2021,yc,38,blog/,True,,
mudafy.com,ecommerce_retail,us,Mudafy,yc_directory,yc_directory,38,blog.,True,,
oneschema.co,saas,us,OneSchema,Summer 2021,yc,38,blog/,True,,
wandynamics.com,services_other,us,WAN Dynamics,inc.com_api_i5list,inc.com_api_i5list,38,blog/,True,,
gogenuity.com,saas,us,Genuity,Summer 2021,yc,37,blog/,True,,
tropicalgardenslandscape.com,services_other,us,Tropical Gardens Lawn and Landscape,inc.com_api_i5list,inc.com_api_i5list,37,blog/,True,,
mailtime.com,software_saas,us,MailTime,yc_directory,yc_directory,37,blog.,True,,
pointofrental.com,software_saas,us,Point of Rental Software,inc.com_api_i5list,inc.com_api_i5list,37,blog.,True,,
picktrace.com,software_saas,us,PickTrace,yc_directory,yc_directory,37,blog/,True,,
doctible.com,health,us,Doctible,inc.com_api_i5list,inc.com_api_i5list,37,blog/,True,,
resnickroof.com,services_other,us,Resnick Roofing & Contracting,inc.com_api_i5list,inc.com_api_i5list,36,blog/,True,,
icracked.com,ecommerce,us,iCracked,Winter 2012,yc,36,blog/,True,,
validere.com,other,us,Validere,Summer 2016,yc,36,blog.,True,,
jenfi.com,fintech,us,Jenfi,Winter 2020,yc,36,blog/,True,,
creativealignments.com,services_other,us,Creative Alignments,inc.com_api_i5list,inc.com_api_i5list,36,blog.,True,,
infiuss.com,ecommerce,us,Infiuss Health,Summer 2021,yc,35,blog/,True,,
toymail.co,ecommerce,us,Toymail,Winter 2016,yc,34,blog/,True,,
careertu.com,other,us,CareerTu,Winter 2019,yc,34,blog/,True,,
unschool.in,other,us,Unschool,Winter 2021,yc,34,blog.,True,,
contalink.com,software_saas,us,Contalink,yc_directory,yc_directory,34,blog/,True,,
geniusprogetti.com,services_other,eu,Genius Progetti,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,34,blog/,True,,
warmly.ai,saas,us,"Warmly,",Summer 2020,yc,33,blog/,True,,
stownest.com,ecommerce,us,Stownest,Summer 2021,yc,33,blog/,True,,
peakflo.co,fintech_insurance,us,Peakflo,yc_directory,yc_directory,33,blog/,True,,
erpmaestro.com,software_saas,us,ERP Maestro,inc.com_api_i5list,inc.com_api_i5list,33,blog.,True,,
lumaforge.com,services_other,us,LumaForge,inc.com_api_i5list,inc.com_api_i5list,32,blog/,True,,
nickelandsuede.com,ecommerce_retail,us,Nickel & Suede,inc.com_api_i5list,inc.com_api_i5list,32,blog/,True,,
safelifedefense.com,ecommerce_retail,us,Safe Life Defense,inc.com_api_i5list,inc.com_api_i5list,32,blog/,True,,
spigglelaw.com,services_other,us,The Spiggle Law Firm,inc.com_api_i5list,inc.com_api_i5list,32,blog/,True,,
tobiasfinancial.com,fintech_insurance,us,Tobias Financial Advisors,inc.com_api_i5list,inc.com_api_i5list,32,blog/,True,,
defensestorm.com,software_saas,us,DefenseStorm,inc.com_api_i5list,inc.com_api_i5list,32,resources/,True,,
rooftek.com,services_other,us,RoofTek,inc.com_api_i5list,inc.com_api_i5list,31,blog/,True,,
itraq.com,software_saas,us,iTraq,inc.com_api_i5list,inc.com_api_i5list,31,blog/,True,,
shimmer.care,health,us,Shimmer,yc_directory,yc_directory,31,blog/,True,,
experoinc.com,services_other,us,Expero,inc.com_api_i5list,inc.com_api_i5list,31,blog/,True,,
metaplane.dev,devtools,us,Metaplane,Winter 2020,yc,31,blog/,True,,
preki.com,ecommerce,us,Preki,Winter 2021,yc,31,blog/,True,,
uswired.com,services_other,us,USWired,inc.com_api_i5list,inc.com_api_i5list,31,blog/,True,,
huma.com,health,uk,Huma Therapeutics,ft1000_wayback:20210331132419,ft1000_wayback:20210331132419,31,blog/,True,,
moresurfacecare.com,ecommerce_retail,us,MORE Surface Care,inc.com_api_i5list,inc.com_api_i5list,31,blog/,True,,
instapainting.com,ecommerce,us,Instapainting,Winter 2011,yc,30,blog/,True,,
ploomber.io,devtools,us,Ploomber,Winter 2022,yc,30,blog/,True,,
github.com,devtools,us,GitHub,g2.com_wayback,g2.com_wayback,30,blog/,True,,
readyamerica.com,ecommerce_retail,us,Ready America,inc.com_api_i5list,inc.com_api_i5list,30,blog/,True,,
azinsulation.com,services_other,us,Barrier Insulation & Energy,inc.com_api_i5list,inc.com_api_i5list,30,blog/,True,,
utahsplumber.com,services_other,us,Connectionz Acquisition,inc.com_api_i5list,inc.com_api_i5list,30,blog/,True,,
yourmechanic.com,ecommerce,us,YourMechanic,Winter 2012,yc,29,blog/,True,,
controlhub.com,fintech,us,ControlHub,Winter 2021,yc,29,blog/,True,,
terravion.com,other,us,Terravion,Winter 2014,yc,29,blog/,True,,
dbconstructiongrp.com,services_other,us,D&B Construction,inc.com_api_i5list,inc.com_api_i5list,28,blog/,True,,
simplify.jobs,ecommerce,us,Simplify,Winter 2021,yc,28,blog/,True,,
meticulous.ai,devtools,eu,Meticulous,Summer 2021,yc,28,blog/,True,,
protocol.ai,devtools,us,Protocol Labs,Summer 2014,yc,28,blog/,True,,
kalshi.com,fintech,us,Kalshi,Winter 2019,yc,28,blog/,True,,
doppler.com,devtools,us,Doppler,Winter 2019,yc,28,blog/,True,,
xevant.com,health,us,Xevant,inc.com_api_i5list,inc.com_api_i5list,28,blog/,True,,
infoverity.com,services_other,us,Infoverity,inc.com_api_i5list,inc.com_api_i5list,28,blog/,True,,
mightyswell.com,ecommerce_retail,us,Mighty Swell Spiked Seltzers,inc.com_api_i5list,inc.com_api_i5list,27,blog/,True,,
nethive.it,services_other,eu,Nethive,ft1000_wayback:20220301043147,ft1000_wayback:20220301043147,27,blog/,True,,
moichor.com,other,us,Moichor,Winter 2021,yc,27,blog/,True,,
hypotenuse.ai,software_saas,us,Hypotenuse AI,yc_directory,yc_directory,27,blog/,True,,
konta.com,fintech,us,Konta.com,Summer 2021,yc,27,blog/,True,,
quardev.com,services_other,us,Quardev,inc.com_api_i5list,inc.com_api_i5list,27,blog/,True,,
supertokens.com,devtools,us,SuperTokens,yc_directory,yc_directory,27,blog/,True,,
bottomless.com,ecommerce_retail,us,Bottomless,yc_directory,yc_directory,27,blog.,True,,
gather.town,ecommerce,us,Gather,Summer 2019,yc,27,blog/,True,,
meetings.io,ecommerce,us,Bitplay,Winter 2010,yc,27,blog/,True,,
activeloop.ai,devtools,us,Activeloop,yc_directory,yc_directory,27,resources/,True,,
bizzy.io,ecommerce,us,Bizzy,Winter 2015,yc,27,blog/,True,,
pipelinedb.com,devtools,us,PipelineDB,Winter 2014,yc,27,blog/,True,,
yellowtelescope.com,services_other,us,YellowTelescope,inc.com_api_i5list,inc.com_api_i5list,27,blog/,True,,
teamnoteapp.com,saas,us,TeamNote,Winter 2015,yc,26,blog/,True,,
cosentus.com,health,us,Cosentus,inc.com_api_i5list,inc.com_api_i5list,26,blog.,True,,
proofed.com,services_other,us,Proofed,inc.com_api_i5list,inc.com_api_i5list,26,blog/,True,,
curtsyapp.com,ecommerce,us,Curtsy,Summer 2016,yc,26,blog/,True,,
ebsassociates.com,fintech_insurance,us,Ebs Associates,inc.com_api_i5list,inc.com_api_i5list,26,blog/,True,,
getlago.com,fintech,us,Lago,Summer 2021,yc,26,blog/,True,,
windsor.io,saas,us,Windsor,Winter 2019,yc,26,blog/,True,,
contractexteriors.com,services_other,us,Contract Exteriors,inc.com_api_i5list,inc.com_api_i5list,25,blog/,True,,
capstonetitletx.com,services_other,us,Capstone Title,inc.com_api_i5list,inc.com_api_i5list,25,blog/,True,,
aurabeattech.com,ecommerce_retail,us,Aurabeat,yc_directory,yc_directory,25,blog/,True,,
leadgenius.com,saas,us,LeadGenius,Summer 2011,yc,25,resources/,True,,
treinta.co,saas,us,Treinta,Winter 2021,yc,25,blog/,True,,
boostable.com,ecommerce,us,Boostable,Winter 2014,yc,25,blog.,True,,
leasepath.com,fintech_insurance,us,Leasepath,inc.com_api_i5list,inc.com_api_i5list,25,blog/,True,,
idelic.com,software_saas,us,Idelic,inc.com_api_i5list,inc.com_api_i5list,25,blog.,True,,
transportservices.com,services_other,us,Transport Services,inc.com_api_i5list,inc.com_api_i5list,25,blog/,True,,
buzzybooth.com,services_other,us,BuzzyBooth,inc.com_api_i5list,inc.com_api_i5list,25,blog.,True,,
typedream.com,ecommerce,us,Typedream,Winter 2020,yc,25,blog/,True,,
getenflux.com,services_other,us,Enflux,yc_directory,yc_directory,25,blog/,True,,
